nom	site	bucket	detail
23ku	https://23ku-web.jp/	alive	200
alphastyle	https://alphastyle.io/	alive	200
alternative apparel	https://www.alternativeapparel.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
alpine north	https://www.alpinenorth.com/	alive	200
alpaka	https://alpakagear.com/	alive	200
& tread well	http://treadwellnewyork.com/	alive	200
ally fashion	https://www.allyfashion.com/	alive	200
10days	https://www.10dayslifestyle.nl/	alive	200
18.21 man made	https://1821manmade.com/	alive	200
27kids	https://27kids.com.vn/	dns-dead	ENOTFOUND
altered apparel	https://www.alteredapparelltd.com/	dns-dead	ENOTFOUND
alo	https://www.aloyoga.com/	alive	200
allen solly	https://www.allensolly.com/	alive	200
1400 below®	http://lasaltco.com/	alive	200
aloisia beauty	http://www.aloisiabeauty.com/	alive	200
altar	https://www.altarpdx.com/	alive	200
1000 welcomes	https://1000-welcomes.com/	alive	200
alpe women shoes	https://www.alpeteam.com/	http-dead	402
24colours	https://www.24colours.de/	alive	200
altra	https://www.altrarunning.com.au/	alive	200
alternative	https://www.alternativeapparel.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
120% lino	https://eu.120percento.com/	alive	200
417 edifice	https://four-one-seven.jp/	alive	200
2eros	https://2eros.com/	alive	200
always give a damn	https://alwaysgiveadamn.com/	alive	200
1083	https://www.1083.fr/	blocked	403
139made	https://www.139made.com/	alive	200
alter ego clothing	https://alteregoclothing.com/	alive	200
10yc	https://10yc.jp/	alive	200
alton lane	https://altonlane.com/	alive	200
337 brand	https://www.337brand.com/	alive	200
19-69	https://nineteen-sixtynine.com/	alive	200
'ôrəbella	https://www.orebella.com/	alive	200
also the bison	https://alsothebison.co.uk/	alive	200
alster vandel	https://alstervandel.com/	http-dead	409
altınbaş	https://www.altinbas.com/	alive	200
alpine swiss	http://alpineswiss.com/	alive	200
amarra	https://www.amarra.com/	alive	200
amaud	https://amaud-store.com/	alive	200
amari amari	https://amariamari.co.uk/	http-dead	402
281z	https://281z.store/	dns-dead	ENOTFOUND
altamont	http://altamontapparel.com/	alive	200
360cashmere	https://www.360cashmere.com/	alive	200
12 storeez	https://en.12storeez.com/	alive	200
209 mare	https://209mare.com/	alive	200
alter ego	https://alterego-official.com/	alive	200
alpine pro	https://www.alpinepro.cz/	alive	200
4160 tuesdays	https://www.4160tuesdays.com/	alive	200
20to	https://www.katjavangaal.nl/	alive	200
amávia	https://www.amavia.com.br/	dns-dead	ENOTFOUND
30a	https://30agear.com/	alive	200
ameon	https://ameonskin.com/	alive	200
&co woman	https://www.sust.nl/	alive	200
47 street	https://www.47street.com.ar/	alive	200
alpina žiri	http://www.alpina.si/	alive	200
alpyn	http://www.alpynbeauty.com/	alive	200
altuzarra	https://www.altuzarra.com/	alive	200
ambiletics	https://www.ambiletics.com/	alive	200
alwrld	https://alwrld.com/	alive	200
american apparel inc.	https://www.americanapparel.com/	alive	200
am jewelry	https://angelomoretti.be/	http-dead	404
5 sens inc.	https://www.5sens.co/	alive	200
american eagle outfitters	https://www.ae.com/	alive	200
3rd + fairfax beauty	https://losangelesbrands.com/collections/3rd-fairfax-beauty/	alive	200
3.1 phillip lim	https://www.31philliplim.com/	alive	200
alvaro moreno	https://www.alvaromoreno.com/	alive	200
2xu	https://www.2xu.com/	alive	200
am eyewear	https://ameyewear.com/	alive	200
alter x company	https://alterxco.com/?oid=256&affid=1&source_id=GoY-rating&sub1=brandpage	alive	200
alter made	https://www.altermadeconcept.com/	alive	200
amaca	https://store.sanyo-shokai.co.jp/pages/amaca#?utm_source=GoodOnYou%20App&utm_medium=Referral	alive	200
amber budd skincare	http://www.amberbuddskincare.com/	alive	200
alyce designs	https://alyceparis.com/	alive	200
3 suisses	https://www.3suisses.fr/	alive	200
ambesonne	https://www.ambesonne.com/	alive	200
3rd diadem	https://www.3rd-diadem.com/	alive	200
365 by whole foods market	http://wholefoods.com/	alive	200
alux	https://alux.world/	alive	200
americanas	https://www.americanas.com.br/	alive	200
amelie george bridal	https://www.ameliegeorgebridal.com/	alive	200
amazula	https://amazularesortwear.com/	alive	200
77skin	https://the77skin.com/	alive	200
amadeus	https://www.amadeusbijoux.com/	alive	200
4kinship	https://www.4kinship.com/	alive	200
4ccccees	https://www.4ccccees.com/	alive	200
allbyb	https://www.allbyb.com/	alive	200
2nd day	https://2ndday.com/	alive	200
ammehoela	https://www.ammehoela-kids.nl/	http-dead	404
amenzia	https://amenzia.com/	alive	200
anabel arto	https://anabelarto.pl/	alive	200
alviero martini 1a classe	https://www.alvieromartini.it/eu/	alive	200
ambiorix	https://www.ambiorix.be/	alive	200
45r	https://45r.jp/ja/	alive	200
alto milano	https://www.altomilano.it/	alive	200
ama pure	https://www.ama-pure.com/	alive	200
31 sons de mode	https://31sdm.jp/	alive	200
ana carttori new york	http://etsy.com/shop/anacarttorinewyork	blocked	403
760 skin	https://www.760skin.com/	alive	200
100 thieves	https://100thieves.com/	alive	200
am.a-line	http://amalinecollections.com/	alive	200
amante antwerp	https://amanteantwerp.com/	alive	200
3sixteen	https://www.3sixteen.com/	alive	200
ambitious	https://www.ambitious-brand.com/	alive	200
5.10.15	https://www.51015kids.eu/	alive	200
ambush	https://www.ambushdesign.com/	alive	200
american tourister	https://www.americantourister.com/	alive	200
4th & reckless	https://www.4thandreckless.com/	blocked	403
amina muaddi	https://www.aminamuaddi.com/	alive	200
amala	http://amalabeauty.com/	alive	200
anaak	https://www.anaakcollection.com/	alive	200
american swiss	https://www.americanswiss.co.za/	alive	200
7319	https://www.7319.life/	alive	200
7camicie	https://7camicie.com/	alive	200
anchor & crew	https://www.anchorandcrew.com/	alive	200
4funkyflavours	https://www.4funkyflavours.eu/	blocked	403
anabela chan	https://anabelachan.com/	alive	200
amble outdoors	https://ambleoutdoors.com.au/?oid=250&affid=1&source_id=GoY-rating&sub1=brandpage	alive	200
american apparel	https://americanapparel.com/	alive	200
1121 apothecary	http://www.1121apothecary.com/	blocked	403
99podshop	https://99podshop.co/	dns-dead	ENOTFOUND
amalgam	http://amalgamofficial.com/	alive	200
america's best contacts & eyeglasses	https://www.americasbest.com/	alive	200
4-rth	https://www.4-rth.com/	alive	200
amirante antica sartoria napoletana	https://www.anticasartorianapoletana.it/sell-online	http-dead	404
amj košile	https://amjkosile.cz/	alive	200
american trench	https://www.americantrench.com/	alive	200
amazing red	https://amazingred.ru/	alive	200
22fashion	http://www.22-fashion.com/	alive	200
andorine	https://www.andorine.com/	alive	200
an an londree	https://www.ananlondree.com/	alive	200
andré	https://www.andre.fr/	alive	200
amika	https://loveamika.com/	alive	200
amouage	http://www.amouage.com/	alive	200
amt.	https://amt-studio.com/?oid=318&affid=1&source_id=GoY-rating&sub1=	alive	200
4711	https://4711.com/	alive	200
anact	https://www.anact.com/	alive	200
anatomie	https://anatomie.com/	alive	200
american eagle	https://www.ae.com/	alive	200
amy c. lund	https://www.aclhandweaver.com/	alive	200
7mil	https://7mil.pl/	alive	200
4kelp™ skincare	http://4kelp.com/	alive	200
amber & june	https://bettybarclay.com/	alive	200
and wander	https://www.andwander.com/	alive	200
anchor me down apparel	https://anchormedown.com/	alive	200
ancient egyptian bath and body elixirs	https://www.ancientegyptianbathandbodyelixirs.com/	alive	200
anderson's belt	https://www.anderson.it/	alive	200
anatoliancraft	https://www.anatolian-craft.com/	alive	200
american freight	https://www.americanfreight.com/	alive	200
anapurna	https://anapurnaequipment.fr/	alive	200
9fashion	https://www.9fashion.pl/	blocked	503
à la luck	https://alaluck.com/	alive	200
3dg jewellery	https://www.3d-gold.hk/	alive	200
2star	https://www.2star.it/en	alive	200
angulus	https://www.angulus.com/	alive	200
amicci	https://amicci.com/	alive	200
ancient secrets	http://www.ancient-secrets.com/	alive	200
5c5v	https://5c5v.co.uk/	alive	200
5eme saison	https://5saison.fr/	alive	200
andreādamo	https://andreaadamo.it/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
a a k s	https://www.aaksonline.com/	alive	200
a better mistake	https://shop.abettermistake.com/collections/shop-collection	http-dead	402
andrés sardá	https://www.sardaworld.com/	alive	200
1er arrondissement	https://1er-arrondissement.com/	alive	200
66north	https://66north.com/	alive	200
a. guery	https://www.aguery.com/	alive	200
à l'aise breizh	https://www.alaisebreizh.com/	alive	200
a la maison de provence	https://alamaisondeprovence.com/	alive	200
7plis	https://7plis.fr/	alive	200
a girl's gotta spa!	https://www.agirlsgottaspa.com/	alive	200
altercore	https://altercore.pl/en/	alive	200
amour vert	https://amourvert.com/	alive	200
ancient greek sandals	https://www.ancient-greek-sandals.com/	alive	200
8000kicks	https://www.8000kicks.com/?oid=289&affid=1&source_id=GoY-rating&sub1=brandpage	alive	200
andrea	https://www.andrea.com/	alive	200
andersson bell	https://en.anderssonbell.com/	alive	200
7 for all mankind	https://www.7forallmankind.com/	alive	200
amber goes green	http://ambergoesgreen.ca/accessories-collection/	http-dead	404
a house on the moon	https://ahouseonthemoon.com/	alive	200
amorepacific corporation	https://www.amorepacific.com/	alive	200
9jour	https://9-jour.jp/	alive	200
american jewelry design council	https://ajdc.org/	alive	200
5lakes&mt	https://5lakesmt.com/	dns-dead	ENOTFOUND
88 rue du rhone	http://88rdr.com/	dns-dead	ENOTFOUND
anita bilardi	https://www.anitabilardi.com/en/	http-dead	404
anim	https://animliving.com/	alive	200
anerkjendt	https://www.anerkjendt.com/	alive	200
american giant	https://www.american-giant.com/	alive	200
anchal	https://anchalproject.org/	alive	200
angel's paris	https://www.angels-paris.com/	dns-dead	ENOTFOUND
annà museo	https://annamuseo.com/	alive	200
a.d.s.r	https://www.adsrfoundation.com/top/	http-dead	404
a perfect nomad	https://www.aperfectnomad.com/	alive	200
anna morgun	http://annamorgun.com/	alive	200
7115	https://7115byszeki.com/	alive	200
andré assous	https://andreassous.com/	alive	200
angeleye	https://www.angeleyefashion.com/	alive	200
ania kruk	https://aniakruk.pl/	blocked	503
and less	https://www.shopandless.com/	tls-error	CERT_HAS_EXPIRED
amaia	https://amaiakids.co.uk/	alive	200
angie wood creations	https://angiewoodcreations.com/	alive	200
another tomorrow	https://anothertomorrow.co/?oid=321&affid=1&source_id=GoY-rating&sub1=brandpage	alive	200
andrews	https://www.andrews.bg/	alive	200
amour&luxe	https://amouretluxe.com/	alive	200
ancuta sarca	https://ancutasarca.com/	alive	200
anini	https://www.aninidesigns.com/	alive	200
a fish named fred	https://afishnamedfred.com/	alive	200
andrea montelpare	http://www.andreamontelpare.com/	alive	200
8beaufort.hamburg	https://8beaufort.hamburg/	alive	200
annamariaangelika	https://annamariaangelika.com/	alive	200
anastasia beverly hills	https://www.anastasiabeverlyhills.com/	alive	200
ana sousa	https://www.temperaturaanasousa.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
aa spontanétextiles	https://www.spontanetextiles.com/	alive	200
ank	https://www.ankjewellery.art/	http-dead	404
3juin	https://3juin.com/	alive	200
a beautiful story	https://www.abeautifulstory.eu/	alive	200
4you	https://www.4you.de/	net-error	UND_ERR_CONNECT_TIMEOUT
8848 altitude	https://www.8848altitude.com/	alive	200
anni	https://annihairwax.com/	alive	200
anonyme	https://anonyme.com/	alive	200
a natural connection	https://anaturalconnection.be/	alive	200
annadiva	https://www.annadiva.nl/	alive	200
abele optik	https://www.abele-optik.de/	alive	200
angie watts	http://www.angiewatts.com/	alive	200
and1	https://www.and1.com/	alive	200
a perfect jane	https://aperfectjane.com/	dns-dead	ENOTFOUND
à la garçonne	https://alagarconne.com.br/en	http-dead	404
andrew gn	https://www.andrewgn.com/en	alive	200
aaron esh	https://aaronesh.com/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
a-dam	https://a-dam.com/	alive	200
anne isabella	https://anneisabella.com/	alive	200
amapô	https://www.amapojeans.com.br/	alive	200
anekdot	https://anekdotboutique.com/?oid=197&affid=1&source_id=GoY-rating&sub1=brandpage	alive	200
angel hold™ styling cream	https://www.emijay.com/	alive	200
andrea marques	https://www.andreamarques.com/	alive	200
a new day	https://www.target.com/	alive	200
6%dokidoki	https://6dokidoki.com/	alive	200
7th heaven	http://www.my7thheaven.com/	alive	200
anthropologie	https://www.anthropologie.com/	blocked	403
abro	https://www.abro.de/	alive	200
anna in bhutan	https://annainbhutan.com/	alive	200
3i	https://3i-store.com/	timeout	
9seed	https://9seed.com/	alive	200
anita	https://www.anita.com/	alive	200
angus & coote	https://www.anguscoote.com.au/	alive	200
antagony	https://www.antagony-paris.com/	alive	200
ann kurz	https://www.annkurz.com/	alive	200
a tiny story	http://babyface.eu/	alive	200
anvil brand	https://www.anvilbrand.com/	alive	200
antonelle	https://www.antonelle.fr/	alive	200
anna diamond	https://annadiamond.shop/	alive	200
aquastar	https://aquastar.ch/	alive	200
ansea	https://ansea.co/	alive	200
antoine & lili	https://antoineetlili.com/	alive	200
anna quan	https://annaquan.com/	alive	200
4f	https://4f.ua/	alive	200
abode of snow	https://abodeofsnow.jp/	alive	200
andrea lucy designs	https://andrealucydesigns.com.au/	tls-error	CERT_HAS_EXPIRED
andalou naturals	http://www.andalou.com/	alive	200
anya by vivien	https://anyabyvivien.com/	alive	200
585 zolotoy	https://www.585zolotoy.ru/	alive	200
3quarters	https://3quarters.design/	alive	200
anne hermine	https://www.annehermine.com/	alive	200
angelika jozefczyk	https://angelikajozefczyk.com/	alive	200
anne vest	https://annevest.dk/	alive	200
a.s.adventure	https://www.asadventure.com/nl.html	alive	200
anna und paul	https://annaundpaul.de/	alive	200
anna+nina	https://www.anna-nina.nl/	alive	200
ani-k	https://anikmakeup.com/	alive	200
anchors-n-asteroids	https://www.anchors-n-asteroids.com/	http-dead	404
andrea iyamah	https://www.andreaiyamah.com/	alive	200
a2z beauty	https://www.michaelgiordanointl.com/home	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
ameri vintage	https://amerivintage.co.jp/	alive	200
a piece of chic	https://a-piece-of-chic.com/	alive	200
andrea lord	http://andrealordstudio.com/	alive	200
ann demeulemeester	https://www.anndemeulemeester.com/	alive	200
angels	https://www.angels-jeans.de/	alive	200
anko	https://anko.com/	alive	200
absolute new york	https://absolutenewyork.com/	alive	200
angel & rocket	https://www.angelandrocket.com/	alive	200
anokha®	https://www.anokhaskincare.com/	alive	200
animal brain beauty	https://animalbrainbeautyusa.com/	alive	200
annil	https://www.annil.com/	alive	200
a.f. maglieria	https://www.afmaglieria.com/en/	alive	200
apart	https://www.apart-fashion.de/	alive	200
angelstick®	https://www.emijay.com/	alive	200
anjealous	https://anjealous.com/	alive	200
american golf	https://www.americangolf.co.uk/	http-dead	404
anemos	https://anemosswim.com/	alive	200
a.b.c.l.	https://www.abclgarments.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
anushé pirani	http://anushepirani.in/	alive	200
anja orian	https://www.anjaorian.com/	alive	200
a day's march	https://www.adaysmarch.com/	alive	200
argeville	https://www.argeville.com/	alive	200
anteater	https://anteaterclothing.com/	alive	200
aarikka	https://www.aarikka.fi/	alive	200
ann tuil	https://anntuil.com/	alive	200
a. lange & söhne	https://www.alange-soehne.com/	alive	200
anny nord	https://www.annynord.com/	alive	200
anna field	https://www.zalando.co.uk/anna-field/	alive	200
a.v.v	https://www.avv-web.com/	alive	200
anne fontaine	https://www.annefontaine.com/	alive	200
aquatalia	https://www.aquatalia.com/	alive	200
angelo de lombardi	https://www.angelodelombardiriemen.com/	alive	200
786 cosmetics	https://786cosmetics.com/	alive	200
anse	https://anselinen.com/	dns-dead	ENOTFOUND
a.i.n	https://www.angeliebe.co.jp/category?chsybrand=56%3Futm_source%3DGoodOnYou+App	alive	200
anaconda	https://www.anacondastores.com/	net-error	redirect count exceeded
abercrombie kids	https://www.abercrombie.com/shop/us/kids	blocked	403
annaut	https://annaut.com/	dns-dead	ENOTFOUND
a pea in the pod	https://www.apeainthepod.com/	alive	200
anna van toor	https://www.annavantoor.nl/	alive	200
anokhi	https://www.anokhi-collection.com/	alive	200
anna bella	https://annabella.ca/	alive	200
ana alcazar	https://www.a-n-a.com/	alive	200
anya hindmarch	https://eu.anyahindmarch.com/	alive	200
antonello tedde	https://www.antonellotedde.com/	alive	200
aar products	https://aarproductsinc.com/	alive	200
apostle	https://apostleman.co/	alive	200
a&a	https://domjubilerski.aia.pl/	alive	200
accel lifestyle	https://www.accellifestyle.com/	alive	200
another-label	https://another-label.com/	alive	200
8 faces	http://www.8facesbeauty.com/	alive	200
arcina ori	https://arcinaori.com.au/	alive	200
aaiko	https://aaiko.com/	alive	200
a.p.c.	https://www.apc-us.com/	alive	200
ab living essentials	https://www.ablivingessentials.com/	alive	200
anson's	https://www.ansons.de/	blocked	403
anta	https://anta.com/	alive	200
anna walker	https://www.annawalkerlondon.com/	alive	200
a.p. chem	https://apchembeauty.com/	alive	200
a.s.o	https://www.aso.com.tw/	alive	200
aartee maheshwari	https://aarteemaheshwari.com/	alive	200
abby rose skin care	http://www.abbyroseskincare.com/	alive	200
aarre	https://aarrelabel.com/	alive	200
a3 sport	https://www.a3sport.cz/	alive	200
apple bottoms	http://www.drjays.com/content/brand/apple-bottoms.html	alive	200
arntreal	https://www.arntreal.com/	alive	200
another sunday	https://anothersunday.com/	net-error	ECONNRESET
access fashion	https://www.accessfashion.gr/	alive	200
andie	https://andieswim.com/	alive	200
about you	https://www.aboutyou.de/	alive	200
anywhere	https://anywhereapparel.com/	alive	200
anthony vincé nail spa	https://www.anthonyvincenailspa.com/	alive	200
andrea maack	https://andreamaack.com/	alive	200
adam	https://www.adamshop.sk/	alive	200
aatise	https://www.aatise.com/	server-error	507
anthony's london	https://www.anthonys.cz/	alive	200
another me	https://www.another-me.de/	alive	200
anfield shop	https://www.anfieldshop.com/	alive	200
anotherwoman	https://www.poools.nl/	alive	200
ao76	http://www.ao76.com/	alive	200
abelone wilhelmsen	https://www.abelonewilhelmsen.com/	alive	200
apparel group llc	https://apparelglobal.com/	alive	200
ardell beauty	https://www.ardellshop.com/makeup.html	alive	200
about companions	https://aboutcompanions.com/	alive	200
amendi	https://www.amendi.com/	timeout	
aritzia	https://www.aritzia.com/	blocked	403
apparis	https://apparis.com/	alive	200
anthem	https://www.anthem.it/	alive	200
apeel aesthetics naturals	http://www.apeelaesthetics.com/	alive	200
any size	http://www.anysize.cn/	blocked	403
aaron terence hughes	https://aaronterencehughes.co.uk/	alive	200
anglo-italian	https://angloitalian.com/	alive	200
a line	https://alineclothing.com/	alive	200
absolutely natural inc	https://www.absolutely-natural.com/	alive	200
apoterra	https://www.apoterra.com/	alive	200
anspinnen	https://anspinnen.jp/about/	alive	200
antonia zander	https://antoniazander.com/	alive	200
anointment natural skin care inc.	http://www.anointment.ca/	alive	200
aqua natural	http://www.aquanatural.co.uk/	alive	200
apple valley natural soap	https://applevalleynaturalsoap.com/	http-dead	404
a de vivre	https://www.adevivre.jp/	alive	200
artisan-collage	https://artisan-collage.com/	alive	200
ánimus lab	https://animuslb.com/	alive	200
apatchy	https://apatchy.co.uk/	alive	200
aco shoes	https://www.acoshoes.pt/	alive	200
artkatsura	https://artkatsura.com/	alive	200
armani jeans	https://www.armani.com/ru/armanijeans	http-dead	404
aquilae	https://www.aquilaebrand.com/	alive	200
aadnevik	https://aadnevik.com/	alive	200
acaderma	http://www.acaderma.com/	alive	200
anna luchini	https://annaluchini.com/	alive	200
abrand jeans	https://abrandjeans.com/eu	alive	200
accessorize	https://uk.accessorize.com/	alive	200
arbor	https://www.arborcollective.com/	alive	200
aojo	https://www.aojo.com/	alive	200
aran sweater market	https://www.aran.com/	alive	200
abbey essentials	http://www.abbeyessentials.co.uk/	alive	200
ad-lib	https://www.adlibfashion.com/	alive	200
aoki	https://www.aoki-style.com/	alive	200
apuree	https://www.apuree.com/	alive	200
antiform	http://www.antiformonline.co.uk/	alive	200
apollo	https://apollosocks.com/	alive	200
aquazzura	https://www.aquazzura.com/	alive	200
amov	https://www.amovapparel.com/	alive	200
3pommes	https://www.3pommes.com/	timeout	
aob products	http://www.aobproducts.ca/	http-dead	404
ara shoes	https://www.ara-shoes.com/	alive	200
ao skincare	http://aoskincare.com/	blocked	401
antipast	https://www.antipast.jp/	alive	200
asna beauty	https://asnabeauty.com/	alive	200
arma	https://armastore.com/	alive	200
77circa	https://77circa.com/	alive	200
annie hamilton	https://annie-hamilton.com/	alive	200
arielle shoshana	https://www.arielleshoshana.com/	alive	200
arius cosmetics	https://ariuscosmetics.shop/	alive	200
ace of air	http://www.aceofair.com/	alive	200
arivastreetwear	https://arivastreetwear.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
anna montana	https://www.anna-montana.eu/	alive	200
antonio bernardo	https://www.antoniobernardo.com.br/	alive	200
acronym	https://acrnm.com/	alive	200
accessoire diffusion	https://www.accessoire-diffusion.com/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
apparel advisors	https://www.appareladvisors.com/	alive	200
any di	https://www.any-di.com/	alive	200
aciae	http://www.aciae.com.au/	alive	200
apposta	https://www.apposta.com/	alive	200
anunfold	https://anunfold.com/	alive	200
andersen-andersen	https://andersen-andersen.com/	alive	200
arch&line	https://arch-and-line.jp/	alive	200
a. roege hove	https://www.aroegehove.dk/	alive	200
acqua di genova	https://www.intercosmawest.it/it/prodotti/acqua-di-genova.html	alive	200
anecdote	https://www.anecdote.nl/	dns-dead	ENOTFOUND
armand basi	https://armandbasi.com/	alive	200
applied art forms	https://www.appliedartforms.com/	alive	200
adam et ropé	https://www.adametrope.com/	alive	200
adelaide c. ecoage	https://store.adelaidecarta.com/	dns-dead	ENOTFOUND
anrealage	https://www.anrealage.com/	alive	200
anthea crawford	https://www.antheacrawford.com.au/	alive	200
appalachian growers	http://www.appalachiangrowers.com/	alive	200
a-cords	https://www.a-cords.nl/	alive	200
arpenteur	https://www.arpenteur.fr/en/	http-dead	404
ace & tate	https://www.aceandtate.nl/	alive	200
academy sports + outdoors	https://www.academy.com/	alive	200
aquae jewels	https://www.aquae-jewels.com/	alive	200
aqa	https://www.aqashoes.nl/	alive	200
anitas	https://www.myanitas.com/	alive	200
as colour	https://www.ascolour.co.nz/	alive	200
atelier minimalist	https://atelierminimalist.be/	alive	200
a-cold-wall*	https://a-cold-wall.com/	alive	200
aparso	https://aparso.com/	alive	200
armaf	https://www.armaf.ae/	alive	200
armbnd	https://armbnd.com/	alive	200
aaizél	https://www.aaizel.com/	alive	200
arrels barcelona	https://www.arrelsbarcelona.com/	alive	200
absolutely bear	https://www.absolutelybear.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
archive	https://www.archivestore.co.za/	alive	200
as we are	https://www.asweare.fashion/	alive	200
artemis design co.	https://artemisdesignco.com/	alive	200
aspi	http://aspiskin.com/	alive	200
adj paris	https://www.adjparis.com/	alive	200
apto skincare	https://www.aptoskincare.com/	alive	200
aribella	http://purearibella.com/	alive	200
arcopedico	https://arcopedico.com/en/spring-2021/	http-dead	404
arber	http://arber.ua/	alive	200
antoine et lili	https://fr.antoineetlili.com/	alive	200
arms of andes	https://armsofandes.com/	alive	200
asciari	https://www.asciari.com/	alive	200
6ixty 8ight	https://hk.6ixty8ight.com/	alive	200
apple oak fibre works	https://appleoakfibreworks.com/	alive	200
antonio riva milano	https://antonioriva.com/	alive	200
areté	http://aretebeauty.com/	alive	200
aranyani	https://www.aranyani.com/	alive	200
ace & jig	https://aceandjig.com/?oid=340&affid=1&source_id=GoY-rating&sub1=brandpage	alive	200
arket	https://www.arket.com/	blocked	403
angelrox	https://angelrox.com/	alive	200
articles of society	https://articlesofsociety.com/	http-dead	404
addition elle	http://www.additionelle.com/	alive	200
adele dejak	https://www.adeledejak.com/	alive	200
8 seconds	http://www.8seconds.co.kr/	alive	200
atelier lavoisier	https://www.atelierlavoisier.com/	alive	200
aoure	https://aoure.jp/	alive	200
acler	https://shopacler.com/	alive	200
apothepurity	http://www.apothepurity.com/	alive	200
acarre	http://www.acarre.co/	alive	200
adelante	https://adelanteshoes.com/	alive	200
armando cabral	https://shop.armando-cabral.com/	alive	200
arenart forever	https://arenart.pl/	alive	200
asterwood	https://www.asterwood.co/	alive	200
ash	https://www.ash.com/	alive	200
arilan skincare	http://www.arilanskincare.com/	alive	200
ann summers	https://www.annsummers.com/	alive	200
adhoc	https://www.adhocformovingpeople.com/	tls-error	CERT_HAS_EXPIRED
adlin hue	https://adlinhue.com/	alive	200
abun/dant	https://abundantbrand.wixsite.com/abundant	alive	200
activist skincare	http://activistskincare.com/	alive	200
anniblackleopard	http://www.ableopard.com/	alive	200
antony morato	https://www.morato.it/	alive	200
arnsdorf	https://arnsdorf.com.au/	http-dead	404
assembly label	https://assemblylabel.com/	alive	200
arthur guld & design	https://arthurgulddesign.se/	blocked	403
arthur knight	https://arthurknight.com/	net-error	redirect count exceeded
arizona addict	https://arizonaaddict.com/	alive	200
